land_size_acres,experience_years,loan_amount,loan_amount_per_acre,loan_to_experience_ratio,crop_type,crop_season_risk,irrigation,soil_quality,yield_variance,rainfall_deviation,market_volatility,repayment_history,loan_purpose,default_risk
4.14,0,24880,6009.66,24880.0,wheat,high,assured,good,0.76,1,low,poor,consumption,1
1.93,21,8689,4502.07,394.95,millets,low,assured,poor,0.49,13,low,none,semi,0
1.3,0,415391,319531.54,415391.0,rice,low,rainfed,poor,0.42,7,low,none,consumption,1
2.91,9,201684,69307.22,20168.4,maize,low,partial,good,0.86,24,high,mixed,productive,0
0.91,1,340361,374023.08,170180.5,rice,low,partial,good,0.64,39,high,mixed,consumption,1
5.45,20,441367,80984.77,21017.48,millets,low,rainfed,poor,0.73,11,low,none,consumption,1
1.8,13,235211,130672.78,16800.79,millets,high,partial,average,0.67,38,low,poor,consumption,1
2.63,20,287102,109164.26,13671.52,millets,high,rainfed,average,0.29,3,low,good,productive,0
2.61,5,424721,162728.35,70786.83,maize,low,assured,good,0.97,21,medium,poor,semi,1
5.88,23,285917,48625.34,11913.21,wheat,low,partial,poor,0.66,17,low,good,semi,0
4.49,6,341376,76030.29,48768.0,rice,low,assured,poor,0.31,11,high,good,consumption,0
0.87,10,386052,443737.93,35095.64,millets,low,rainfed,poor,0.54,11,high,mixed,consumption,1
3.41,13,154447,45292.38,11031.93,wheat,high,assured,good,0.17,7,low,mixed,consumption,0
1.35,8,388475,287759.26,43163.89,wheat,low,assured,good,0.92,10,low,none,semi,1
3.99,4,455282,114105.76,91056.4,rice,low,rainfed,good,0.84,20,low,good,productive,0
3.1,24,16946,5466.45,677.84,pulses,low,assured,good,0.58,16,medium,poor,consumption,0
4.14,14,369209,89180.92,24613.93,millets,low,partial,poor,0.31,1,high,mixed,semi,0
5.17,7,400170,77402.32,50021.25,rice,low,rainfed,poor,0.19,28,medium,poor,productive,0
1.71,15,442259,258630.99,27641.19,rice,low,partial,poor,0.68,19,medium,none,productive,1
0.57,12,187396,328764.91,14415.08,rice,low,assured,average,0.31,14,medium,mixed,consumption,1
2.41,12,241882,100365.98,18606.31,rice,low,partial,average,0.95,30,medium,poor,consumption,1
3.16,23,485373,153599.05,20223.88,pulses,low,rainfed,average,0.22,26,medium,poor,productive,1
2.09,26,233848,111889.0,8661.04,wheat,low,partial,good,0.1,18,medium,poor,productive,0
0.55,15,137991,250892.73,8624.44,maize,low,rainfed,good,0.24,40,medium,mixed,semi,1
5.19,26,214990,41423.89,7962.59,rice,low,partial,good,0.82,40,low,mixed,consumption,0
3.77,27,13277,3521.75,474.18,maize,low,rainfed,good,0.28,33,medium,poor,semi,1
4.96,8,195278,39370.56,21697.56,pulses,low,rainfed,poor,0.17,28,low,poor,semi,1
1.11,22,336564,303210.81,14633.22,maize,low,partial,average,0.6,2,medium,good,semi,0
5.56,9,266331,47901.26,26633.1,rice,low,rainfed,good,0.7,3,low,good,semi,0
5.64,3,97352,17260.99,24338.0,pulses,low,rainfed,good,0.8,14,high,good,productive,0
3.36,14,25085,7465.77,1672.33,wheat,high,assured,good,0.21,1,medium,poor,consumption,1
4.56,26,177842,39000.44,6586.74,wheat,high,rainfed,poor,0.83,17,medium,none,consumption,1
0.58,19,353595,609646.55,17679.75,wheat,low,partial,poor,0.61,8,medium,mixed,productive,0
4.3,14,286369,66597.44,19091.27,pulses,low,partial,good,0.23,10,high,none,consumption,1
4.06,6,235926,58109.85,33703.71,rice,low,partial,good,0.93,31,high,none,productive,1
5.53,0,140750,25452.08,140750.0,millets,low,assured,good,0.89,0,high,poor,productive,1
5.68,8,260273,45822.71,28919.22,cotton,high,assured,good,0.86,7,medium,none,consumption,1
0.79,15,189359,239694.94,11834.94,pulses,low,assured,good,0.83,23,high,none,consumption,1
0.79,0,115002,145572.15,115002.0,wheat,high,rainfed,good,0.9,25,high,mixed,productive,1
0.51,5,43536,85364.71,7256.0,pulses,low,assured,good,0.93,5,high,good,semi,0
3.15,27,395408,125526.35,14121.71,wheat,low,assured,poor,0.77,22,high,poor,semi,1
1.51,8,3674,2433.11,408.22,wheat,high,rainfed,average,0.1,35,medium,good,consumption,1
4.78,9,419289,87717.36,41928.9,pulses,low,rainfed,good,0.94,4,high,none,consumption,1
4.33,27,265017,61204.85,9464.89,cotton,high,rainfed,average,0.2,27,medium,mixed,productive,0
2.77,14,137442,49618.05,9162.8,millets,high,assured,poor,0.77,30,medium,none,semi,1
1.93,23,98333,50949.74,4097.21,maize,low,partial,good,0.48,28,low,mixed,consumption,0
2.95,16,103903,35221.36,6111.94,pulses,low,assured,average,0.89,6,medium,good,consumption,0
1.26,25,347489,275784.92,13364.96,millets,low,assured,average,0.13,15,low,good,productive,0
4.33,16,382841,88415.94,22520.06,maize,low,partial,poor,0.76,40,high,good,consumption,1
4.84,15,82421,17029.13,5151.31,millets,high,rainfed,average,0.88,10,low,poor,consumption,1
3.67,9,491807,134007.36,49180.7,cotton,low,assured,poor,0.23,31,high,mixed,semi,1
5.25,20,345104,65734.1,16433.52,cotton,high,rainfed,poor,0.53,2,medium,none,consumption,1
4.85,15,354026,72995.05,22126.62,cotton,low,assured,average,0.31,19,low,mixed,semi,0
0.67,24,167441,249911.94,6697.64,wheat,low,assured,average,0.32,6,low,none,semi,1
5.05,21,277067,54864.75,12593.95,wheat,low,rainfed,poor,0.5,4,low,mixed,semi,0
4.33,7,402008,92842.49,50251.0,maize,low,rainfed,poor,0.17,27,medium,good,consumption,0
5.43,7,409642,75440.52,51205.25,maize,low,rainfed,poor,0.23,16,high,none,productive,1
3.21,29,212111,66078.19,7070.37,pulses,low,rainfed,poor,0.93,32,low,mixed,productive,0
4.8,26,160106,33355.42,5929.85,maize,low,rainfed,good,0.69,38,high,mixed,consumption,1
1.24,25,202097,162981.45,7772.96,wheat,low,assured,average,0.27,31,medium,good,consumption,1
4.79,20,429355,89635.7,20445.48,cotton,low,partial,good,0.6,15,low,good,productive,0
2.64,4,261552,99072.73,52310.4,wheat,low,rainfed,good,0.95,39,high,none,semi,1
1.79,29,212130,118508.38,7071.0,wheat,high,assured,poor,0.28,37,medium,mixed,consumption,1
4.88,16,208620,42750.0,12271.76,pulses,low,partial,good,0.59,4,medium,poor,semi,0
5.66,0,22837,4034.81,22837.0,millets,low,rainfed,poor,0.76,10,medium,none,consumption,1
5.97,5,2447,409.88,407.83,cotton,high,assured,poor,0.35,27,low,mixed,productive,0
5.79,28,40282,6957.17,1389.03,rice,low,partial,average,0.88,31,medium,poor,productive,0
1.17,8,183444,156789.74,20382.67,cotton,low,partial,good,0.56,35,low,mixed,semi,0
5.31,7,108587,20449.53,13573.38,cotton,high,rainfed,poor,0.91,25,medium,poor,productive,1
2.52,17,208511,82742.46,11583.94,cotton,high,assured,poor,0.85,9,medium,mixed,consumption,1
5.87,2,30025,5114.99,10008.33,maize,low,partial,average,0.26,12,medium,good,consumption,0
4.78,6,108801,22761.72,15543.0,pulses,low,assured,good,0.81,25,low,mixed,productive,0
3.36,4,353999,105356.85,70799.8,pulses,low,rainfed,average,0.21,24,medium,none,semi,1
5.59,21,185480,33180.68,8430.91,pulses,low,assured,poor,0.65,16,high,mixed,productive,0
2.92,13,177870,60914.38,12705.0,pulses,low,partial,good,0.84,15,low,poor,semi,0
1.7,29,404076,237691.76,13469.2,maize,low,assured,average,0.15,15,high,good,consumption,1
1.97,6,201721,102396.45,28817.29,rice,low,partial,poor,0.7,20,low,mixed,productive,0
5.43,14,122535,22566.3,8169.0,wheat,low,partial,poor,0.61,13,medium,none,semi,0
1.77,10,428024,241821.47,38911.27,maize,low,partial,average,0.64,2,high,mixed,consumption,1
3.7,28,96062,25962.7,3312.48,maize,low,rainfed,good,0.4,24,medium,none,semi,0
3.56,7,479446,134675.84,59930.75,rice,low,partial,good,0.42,27,medium,poor,productive,0
5.34,19,145226,27195.88,7261.3,millets,low,assured,average,0.17,27,high,good,semi,0
3.33,9,289815,87031.53,28981.5,wheat,high,partial,poor,0.24,38,medium,mixed,semi,0
0.63,2,393325,624325.4,131108.33,cotton,high,rainfed,poor,0.53,4,low,poor,semi,1
0.64,0,162374,253709.38,162374.0,rice,low,rainfed,poor,0.88,27,high,none,productive,1
5.9,20,257542,43651.19,12263.9,cotton,low,assured,good,0.56,5,low,good,consumption,0
4.22,5,383836,90956.4,63972.67,wheat,low,assured,average,0.74,16,medium,good,semi,0
3.33,0,267070,80201.2,267070.0,maize,low,assured,poor,0.33,7,high,mixed,semi,1
4.01,4,31687,7902.0,6337.4,maize,low,assured,average,0.17,22,low,mixed,consumption,0
2.45,13,178149,72713.88,12724.93,maize,low,partial,average,0.19,33,high,good,consumption,0
4.48,10,483291,107877.46,43935.55,maize,low,assured,average,0.67,40,low,good,productive,0
1.22,18,331462,271690.16,17445.37,pulses,low,assured,average,0.83,16,high,none,semi,1
0.85,21,272696,320818.82,12395.27,wheat,high,partial,poor,0.86,39,high,mixed,consumption,1
0.65,8,275478,423812.31,30608.67,cotton,high,partial,average,0.12,15,low,mixed,productive,0
4.04,28,479533,118696.29,16535.62,millets,high,partial,average,0.31,29,high,none,consumption,1
4.82,3,168553,34969.5,42138.25,wheat,high,assured,average,0.66,29,high,poor,semi,1
4.4,21,220829,50188.41,10037.68,pulses,low,assured,poor,0.79,24,low,none,productive,0
1.38,19,495951,359384.78,24797.55,millets,high,partial,good,0.43,36,low,poor,consumption,1
5.51,6,458865,83278.58,65552.14,rice,low,partial,average,0.34,37,high,none,consumption,1
0.69,23,244348,354127.54,10181.17,wheat,low,rainfed,poor,0.93,33,high,mixed,consumption,1
1.37,10,329070,240197.08,29915.45,rice,low,rainfed,average,0.2,24,low,mixed,semi,0
3.51,30,339733,96790.03,10959.13,millets,high,partial,good,0.76,11,medium,poor,productive,0
1.84,15,350940,190728.26,21933.75,maize,low,assured,average,0.92,17,high,good,semi,1
5.48,4,187605,34234.49,37521.0,pulses,low,partial,good,0.65,3,medium,mixed,consumption,0
4.72,11,347190,73557.2,28932.5,rice,low,partial,good,0.94,27,medium,poor,semi,0
1.8,0,115236,64020.0,115236.0,wheat,low,rainfed,good,0.42,8,medium,poor,semi,1
2.16,23,353828,163809.26,14742.83,pulses,low,assured,poor,0.99,24,low,none,semi,1
3.66,8,448026,122411.48,49780.67,pulses,low,assured,good,0.56,39,low,good,semi,0
3.38,3,151425,44800.3,37856.25,cotton,low,assured,good,0.33,27,medium,mixed,consumption,0
3.09,1,214448,69400.65,107224.0,maize,low,assured,poor,0.81,23,medium,none,consumption,1
3.71,20,148704,40081.94,7081.14,millets,high,rainfed,average,0.55,24,medium,none,productive,0
2.29,10,364605,159216.16,33145.91,wheat,low,assured,average,0.84,25,low,mixed,consumption,1
5.61,23,323915,57738.86,13496.46,pulses,low,rainfed,poor,1.0,2,low,good,consumption,1
5.34,11,454154,85047.57,37846.17,maize,low,partial,poor,0.92,0,medium,none,productive,0
3.13,3,30320,9686.9,7580.0,pulses,low,rainfed,good,0.52,12,low,mixed,productive,0
3.79,15,179508,47363.59,11219.25,wheat,high,partial,poor,0.72,21,high,good,semi,1
0.93,6,185943,199938.71,26563.29,cotton,high,rainfed,good,0.19,30,high,none,consumption,1
4.27,20,205666,48165.34,9793.62,pulses,low,partial,average,0.17,1,medium,none,productive,0
1.54,21,133836,86906.49,6083.45,millets,low,partial,good,0.44,19,high,mixed,productive,0
2.44,15,89675,36752.05,5604.69,wheat,high,partial,good,0.97,18,medium,good,semi,0
5.68,13,22149,3899.47,1582.07,wheat,low,rainfed,poor,0.64,6,low,none,consumption,1
5.76,1,19177,3329.34,9588.5,rice,low,assured,good,0.61,3,high,poor,consumption,1
0.84,6,69190,82369.05,9884.29,wheat,low,assured,poor,0.55,11,high,poor,consumption,1
1.98,20,40632,20521.21,1934.86,wheat,low,partial,good,0.96,24,medium,none,productive,0
4.29,19,311076,72511.89,15553.8,cotton,high,assured,average,0.54,32,high,good,semi,0
5.76,24,468482,81333.68,18739.28,rice,low,rainfed,poor,0.11,8,medium,none,productive,0
2.32,6,22761,9810.78,3251.57,maize,low,assured,average,0.71,39,high,mixed,consumption,1
5.65,5,55212,9772.04,9202.0,rice,low,partial,good,0.19,31,high,good,consumption,0
4.84,15,241785,49955.58,15111.56,wheat,high,rainfed,poor,0.75,9,high,good,semi,1
4.88,10,157929,32362.5,14357.18,wheat,low,partial,average,0.9,37,low,none,productive,0
4.93,28,148340,30089.25,5115.17,cotton,low,assured,average,0.72,24,low,mixed,productive,0
1.81,7,6149,3397.24,768.62,rice,low,rainfed,good,0.62,27,low,mixed,productive,0
0.86,21,93565,108796.51,4252.95,pulses,low,partial,good,0.91,36,medium,good,semi,0
2.73,13,32842,12030.04,2345.86,maize,low,partial,poor,0.38,9,low,poor,semi,0
1.32,1,351517,266300.76,175758.5,maize,low,rainfed,good,0.98,0,low,none,semi,1
1.87,18,294049,157245.45,15476.26,millets,low,rainfed,good,0.3,24,high,none,semi,1
1.72,3,110041,63977.33,27510.25,wheat,low,assured,poor,0.92,37,low,none,consumption,1
3.67,20,9283,2529.43,442.05,cotton,high,rainfed,poor,0.32,4,low,good,consumption,1
4.78,23,201639,42183.89,8401.62,pulses,low,rainfed,good,0.94,33,high,none,productive,1
1.44,16,484071,336160.42,28474.76,cotton,high,rainfed,good,0.62,25,high,good,productive,1
2.28,23,489727,214792.54,20405.29,maize,low,rainfed,average,0.46,16,medium,poor,semi,1
1.88,11,198113,105379.26,16509.42,rice,low,rainfed,good,0.66,3,high,none,productive,0
3.26,29,347786,106682.82,11592.87,millets,high,partial,average,0.16,34,medium,none,semi,1
1.44,19,135747,94268.75,6787.35,wheat,high,rainfed,good,0.2,19,low,poor,semi,1
4.4,19,285266,64833.18,14263.3,rice,low,assured,good,0.37,4,high,mixed,productive,0
3.74,15,208956,55870.59,13059.75,pulses,low,assured,average,0.44,1,low,none,consumption,0
3.28,23,75920,23146.34,3163.33,rice,low,assured,poor,0.77,35,high,poor,semi,1
5.42,18,302474,55807.01,15919.68,millets,high,assured,average,0.28,6,medium,poor,productive,0
1.53,7,442331,289105.23,55291.38,pulses,low,partial,poor,0.82,9,low,good,productive,0
3.3,27,114144,34589.09,4076.57,millets,low,assured,average,0.15,17,medium,poor,semi,0
5.1,27,349315,68493.14,12475.54,pulses,low,assured,poor,0.69,12,high,mixed,productive,0
4.73,27,355073,75068.29,12681.18,maize,low,partial,poor,0.85,4,low,good,consumption,0
1.46,15,309703,212125.34,19356.44,maize,low,rainfed,poor,0.93,17,high,poor,productive,1
0.94,29,219578,233593.62,7319.27,wheat,high,assured,average,0.69,25,medium,good,semi,1
5.63,19,337367,59923.09,16868.35,maize,low,partial,poor,0.8,3,low,mixed,productive,0
0.66,7,92588,140284.85,11573.5,cotton,low,partial,average,0.71,16,high,none,semi,1
4.67,27,167019,35764.24,5964.96,wheat,high,assured,poor,0.67,34,high,mixed,consumption,1
5.01,19,290554,57994.81,14527.7,wheat,low,rainfed,poor,0.87,39,low,poor,productive,1
4.42,4,144194,32623.08,28838.8,maize,low,assured,average,0.43,13,high,poor,consumption,1
5.93,8,375479,63318.55,41719.89,pulses,low,rainfed,good,0.74,40,high,good,semi,1
2.53,14,116720,46134.39,7781.33,rice,low,partial,good,0.72,17,low,mixed,productive,0
1.4,0,347679,248342.14,347679.0,rice,low,rainfed,good,0.47,30,medium,poor,productive,1
0.7,23,249706,356722.86,10404.42,cotton,low,rainfed,average,0.23,33,high,mixed,productive,1
3.13,23,192467,61491.05,8019.46,wheat,low,rainfed,good,0.87,39,medium,good,productive,0
5.75,8,245843,42755.3,27315.89,cotton,low,partial,good,0.26,33,high,none,semi,1
1.78,8,216871,121837.64,24096.78,rice,low,partial,poor,0.48,31,low,none,consumption,1
4.08,7,66424,16280.39,8303.0,pulses,low,partial,good,0.15,22,low,poor,semi,0
5.31,29,165765,31217.51,5525.5,rice,low,rainfed,good,0.86,3,low,mixed,semi,0
3.45,23,180901,52435.07,7537.54,maize,low,partial,poor,0.26,25,medium,poor,consumption,1
5.24,15,411800,78587.79,25737.5,pulses,low,assured,good,1.0,9,medium,mixed,consumption,0
2.16,0,463227,214456.94,463227.0,maize,low,partial,average,0.7,30,high,mixed,consumption,1
2.2,27,9204,4183.64,328.71,rice,low,assured,good,0.45,17,low,poor,consumption,0
2.93,15,465127,158746.42,29070.44,cotton,high,rainfed,poor,0.33,24,low,none,consumption,1
5.46,20,220550,40393.77,10502.38,wheat,high,rainfed,good,0.78,8,low,poor,semi,1
0.62,10,499093,804988.71,45372.09,pulses,low,partial,poor,0.22,32,low,none,semi,1
3.18,9,416284,130906.92,41628.4,rice,low,partial,poor,0.52,10,high,mixed,semi,1
1.61,9,90600,56273.29,9060.0,maize,low,partial,average,0.9,15,low,mixed,productive,0
5.6,11,219489,39194.46,18290.75,rice,low,partial,poor,0.34,29,high,good,productive,0
1.07,12,109150,102009.35,8396.15,rice,low,rainfed,poor,0.45,0,high,good,productive,0
3.8,21,42068,11070.53,1912.18,pulses,low,partial,poor,0.78,7,high,poor,productive,1
3.69,2,496022,134423.31,165340.67,rice,low,assured,poor,0.61,15,high,mixed,productive,1
1.88,12,181986,96801.06,13998.92,rice,low,rainfed,good,0.66,27,high,none,semi,1
2.3,10,484550,210673.91,44050.0,cotton,high,partial,average,0.78,39,high,poor,semi,1
1.2,21,350042,291701.67,15911.0,rice,low,partial,average,0.48,4,medium,mixed,productive,0
0.54,3,8188,15162.96,2047.0,millets,low,rainfed,poor,0.24,13,medium,none,semi,1
3.06,23,25492,8330.72,1062.17,millets,high,rainfed,good,0.26,39,medium,poor,semi,1
2.13,0,376953,176973.24,376953.0,wheat,high,rainfed,poor,0.37,36,high,mixed,productive,1
4.62,26,425036,91999.13,15742.07,millets,high,assured,poor,0.16,20,low,good,semi,0
3.21,5,289917,90316.82,48319.5,millets,low,rainfed,average,0.4,2,low,mixed,productive,0
1.04,26,40804,39234.62,1511.26,pulses,low,assured,average,0.65,21,high,none,consumption,1
2.6,14,435979,167684.23,29065.27,pulses,low,partial,poor,0.9,8,medium,mixed,productive,0
1.49,17,471262,316283.22,26181.22,cotton,low,assured,good,0.15,18,low,poor,consumption,1
2.64,25,485064,183736.36,18656.31,cotton,low,partial,good,0.74,17,medium,mixed,consumption,1
2.4,23,294524,122718.33,12271.83,maize,low,rainfed,poor,0.51,17,low,poor,productive,1
2.94,13,371298,126291.84,26521.29,rice,low,partial,good,0.7,1,medium,none,consumption,1
0.5,10,101307,202614.0,9209.73,pulses,low,assured,average,0.62,14,high,good,semi,1
3.42,19,110572,32330.99,5528.6,wheat,high,rainfed,poor,0.86,16,high,good,productive,1
2.07,30,466396,225312.08,15045.03,maize,low,rainfed,good,0.42,12,low,none,productive,1
2.44,1,247903,101599.59,123951.5,pulses,low,partial,average,0.46,10,medium,mixed,consumption,1
2.2,2,238182,108264.55,79394.0,millets,high,rainfed,poor,0.59,26,high,good,productive,1
2.55,19,414088,162387.45,20704.4,pulses,low,rainfed,good,0.23,30,low,good,productive,0
4.56,7,154999,33991.01,19374.88,pulses,low,rainfed,poor,0.86,4,medium,poor,productive,1
4.53,0,190396,42030.02,190396.0,rice,low,assured,poor,0.38,13,low,none,productive,1
2.91,23,180936,62177.32,7539.0,maize,low,partial,good,0.96,13,low,none,productive,0
1.38,24,356204,258118.84,14248.16,cotton,high,partial,poor,0.81,16,medium,poor,consumption,1
4.33,25,114301,26397.46,4396.19,cotton,low,rainfed,average,0.47,15,high,poor,productive,0
2.74,13,59356,21662.77,4239.71,millets,low,partial,average,0.62,33,medium,good,productive,0
5.17,0,302457,58502.32,302457.0,millets,low,assured,poor,0.59,7,low,none,consumption,1
2.94,9,492742,167599.32,49274.2,rice,low,assured,poor,0.28,0,low,mixed,consumption,1
0.53,11,72675,137122.64,6056.25,pulses,low,rainfed,poor,0.31,16,high,good,productive,1
5.43,2,392736,72327.07,130912.0,rice,low,rainfed,poor,0.63,20,medium,good,productive,0
4.97,6,177684,35751.31,25383.43,cotton,low,assured,average,0.85,4,low,good,semi,0
4.24,3,184176,43437.74,46044.0,rice,low,rainfed,good,0.16,34,medium,good,consumption,0
4.34,10,460099,106013.59,41827.18,millets,high,partial,poor,0.48,37,low,mixed,productive,0
3.74,19,174503,46658.56,8725.15,cotton,high,partial,good,0.25,38,high,none,semi,1
5.61,28,130409,23245.81,4496.86,wheat,low,partial,good,0.15,2,low,mixed,productive,0
1.19,13,440659,370301.68,31475.64,wheat,low,assured,average,0.67,37,medium,none,productive,1
3.21,9,437685,136350.47,43768.5,wheat,high,assured,average,0.36,0,medium,poor,consumption,1
1.83,3,497776,272008.74,124444.0,millets,high,rainfed,good,0.68,32,high,poor,semi,1
5.06,12,299594,59208.3,23045.69,millets,low,assured,good,0.48,19,low,good,consumption,0
